Кнопка  @@@ 43  @@@ Нет  @@@ Ні
Кнопка  @@@ 45  @@@ Наверное  @@@ Напевно
Кнопка  @@@ 46  @@@ Устала, ничего не хочу...  @@@ Втомилася, нічого не хочу...
Кнопка  @@@ 46  @@@ Да, давай  @@@ Так, давай.
Кнопка  @@@ 46  @@@ Силы есть только потупить...  @@@ Сили є тільки потупити...
Кнопка  @@@ 48  @@@ Не надо  @@@ Не треба
Кнопка  @@@ 48  @@@ Да, давай  @@@ Так, давай
Кнопка  @@@ 49  @@@ Да, давай  @@@ Так, давай
Кнопка  @@@ 49  @@@ Не надо  @@@ Не треба
Кнопка  @@@ 52  @@@ Да  @@@ Так
Кнопка  @@@ 52  @@@ Не особо...  @@@ Не особливо...
Кнопка  @@@ 54  @@@ На Крышу  @@@ На Дах
Кнопка  @@@ 57  @@@ Зайти  @@@ Зайти
Кнопка  @@@ 58  @@@ Почему я так чувствую?  @@@ Чому я так відчуваю?
Кнопка  @@@ 58  @@@ Мои эмоциональные потребности  @@@ Мої емоційні потреби
Кнопка  @@@ 58  @@@ Мои физические потребности  @@@ Мої фізичні потреби
Кнопка  @@@ 59  @@@ Пройти тест  @@@ Пройти тест
Кнопка  @@@ 59  @@@ Почитать про эмоциональные потребности  @@@ Почитати про емоційні потреби
Кнопка  @@@ 61  @@@ Дальше  @@@ Далі
Кнопка  @@@ 62  @@@ Звучит не очень...  @@@ Звучить не дуже...
Кнопка  @@@ 63  @@@ Может быть...  @@@ Можливо...
Кнопка  @@@ 64  @@@ Дальше  @@@ Далі
Кнопка  @@@ 65  @@@ Посмотрим...  @@@ Подивимося...
Кнопка  @@@ 66  @@@ Ок  @@@ Ок
Кнопка  @@@ 67  @@@ Да, знакомо  @@@ Так, знайоме
Кнопка  @@@ 68  @@@ Непонятно, поясни  @@@ Незрозуміло, поясни
Кнопка  @@@ 69  @@@ Ок  @@@ Ок
Кнопка  @@@ 70  @@@ Расскажи подробнее  @@@ Розкажи детальніше
Кнопка  @@@ 71  @@@ Хорошо!  @@@ Добре!
Кнопка  @@@ 72  @@@ Ок  @@@ Ок
Кнопка  @@@ 73  @@@ Как-то грустно...  @@@ Якось сумно...
Кнопка  @@@ 74  @@@ Давай!  @@@ Давай!
Кнопка  @@@ 75  @@@ Но это же про детей?  @@@ Але це ж про дітей?
Кнопка  @@@ 76  @@@ Пожалуй...  @@@ Мабуть...
Кнопка  @@@ 78  @@@ Почитать про 5 потребностей  @@@ Почитати про 5 потреб
Кнопка  @@@ 79  @@@ Хорошо  @@@ Добре
Кнопка  @@@ 79  @@@ Не сейчас  @@@ Не зараз
Кнопка  @@@ 81  @@@ Начать тест  @@@ Почати тест
Кнопка  @@@ 85  @@@ Результат  @@@ Результат
Кнопка  @@@ 86  @@@ Я и сама это знаю  @@@ Я і сама це знаю
Кнопка  @@@ 86  @@@ И что с этим делать?  @@@ І що з цим робити?
Кнопка  @@@ 86  @@@ Понятно...  @@@ Зрозуміло...
Кнопка  @@@ 86  @@@ Вообще не похоже  @@@ Взагалі не схоже
Кнопка  @@@ 87  @@@ Хорошо  @@@ Добре
Кнопка  @@@ 87  @@@ Не сейчас  @@@ Не зараз
Кнопка  @@@ 88  @@@ В Гнездышко  @@@ У Гніздечко
Кнопка  @@@ 88  @@@ В Скворечник  @@@ У Шпаківню
Кнопка  @@@ 89  @@@ На Крышу  @@@ На Дах
Кнопка  @@@ 89  @@@ /START  @@@ 
Кнопка  @@@ 90  @@@ Угу :(  @@@ Угу :(
Кнопка  @@@ 90  @@@ Что-то я злюсь :(  @@@ Щось я злюся :(
Кнопка  @@@ 91  @@@ Тесты  @@@ Тести
Кнопка  @@@ 91  @@@ Не сейчас  @@@ Не зараз
Кнопка  @@@ 92  @@@ Ок  @@@ Ок
Кнопка  @@@ 92  @@@ Ничего не хочу!  @@@ Нічого не хочу!
Кнопка  @@@ 94  @@@ Поехали  @@@ Поїхали
Кнопка  @@@ 96  @@@ Нет  @@@ Ні
Кнопка  @@@ 96  @@@ Да  @@@ Так
Кнопка  @@@ 96  @@@ Нет  @@@ Ні
Кнопка  @@@ 96  @@@ Да я вообще не сплю!!  @@@ Та я взагалі не сплю!!!
Кнопка  @@@ 97  @@@ В Скворечник  @@@ У Шпаківню
Кнопка  @@@ 97  @@@ Продолжить тест  @@@ Продовжити тест
Кнопка  @@@ 97  @@@ В Скворечник  @@@ У Шпаківню
Кнопка  @@@ 99  @@@ Да  @@@ Так
Кнопка  @@@ 99  @@@ Нет  @@@ Ні
Кнопка  @@@ 99  @@@ У меня еще маковой росинки во рту не было!  @@@ У мене ще макової росинки в роті не було!
Кнопка  @@@ 102  @@@ Да  @@@ Так
Кнопка  @@@ 102  @@@ Нет  @@@ Ні
Кнопка  @@@ 102  @@@ Вы издеваетесь?!  @@@ Ви знущаєтеся?!
Кнопка  @@@ 103  @@@ Продолжить тест  @@@ Продовжити тест
Кнопка  @@@ 103  @@@ В Скворечник  @@@ В Шпаківню
Кнопка  @@@ 105  @@@ Да  @@@ Так
Кнопка  @@@ 105  @@@ Нет  @@@ Ні
Кнопка  @@@ 105  @@@ Прилегла?!?!  @@@ Прилягла?!?!?!
Кнопка  @@@ 106  @@@ Я вообще ничего не хочу...  @@@ Я взагалі нічого не хочу...
Кнопка  @@@ 106  @@@ Что-то все бесит!  @@@ Щось усе бісить!
Кнопка  @@@ 107  @@@ Кажется, тебе может помочь сходить в Слободку и выпустить гнев - у тебя на него есть все основания!  @@@ Здається, тобі може допомогти сходити в Слобідку і випустити гнів - у тебе на нього є всі підстави!
Кнопка  @@@ 107  @@@ Пошли  @@@ Пішли
Кнопка  @@@ 107  @@@ В Скворечник  @@@ В Шпаківню
Кнопка  @@@ 108  @@@ Я это уже делала  @@@ Я це вже робила.
Кнопка  @@@ 110  @@@ Да  @@@ Так
Кнопка  @@@ 110  @@@ Нет  @@@ Ні
Кнопка  @@@ 112  @@@ Да  @@@ Так
Кнопка  @@@ 112  @@@ Нет  @@@ Ні
Кнопка  @@@ 114  @@@ Да  @@@ Так
Кнопка  @@@ 114  @@@ Нет  @@@ Ні
Кнопка  @@@ 116  @@@ Да  @@@ Так
Кнопка  @@@ 116  @@@ Нет  @@@ Ні
Кнопка  @@@ 118  @@@ Я молодец!  @@@ Я молодець!
Кнопка  @@@ 118  @@@ Я это не очень умею  @@@ Я це не дуже вмію
Кнопка  @@@ 120  @@@ Да  @@@ Так
Кнопка  @@@ 120  @@@ Нет  @@@ Ні
Кнопка  @@@ 123  @@@ Ок  @@@ Ок
Кнопка  @@@ 128  @@@ Хорошо  @@@ Добре
Кнопка  @@@ 128  @@@ Потом как-нибудь  @@@ Потім як-небудь
Кнопка  @@@ 129  @@@ Поехали!  @@@ Поїхали!
Кнопка  @@@ 129  @@@ Не сейчас  @@@ Не зараз
Кнопка  @@@ 129  @@@ Почему я так чувствую?  @@@ Чому я так відчуваю?
Кнопка  @@@ 129  @@@ Следующее  @@@ Наступне
Кнопка  @@@ 131  @@@ хватит  @@@ вистачить
Кнопка  @@@ 132  @@@ Зайти  @@@ Зайти
Кнопка  @@@ 132  @@@ Обратно  @@@ Назад
Кнопка  @@@ 134  @@@ Тупой бот!  @@@ Тупий бот!
Кнопка  @@@ 134  @@@ Как же все задрало!  @@@ Як же все задрало!
Кнопка  @@@ 134  @@@ Да пошел ты!  @@@ Та пішов ти!
Кнопка  @@@ 135  @@@ Я прям вне себя!  @@@ Я просто у нестямі!
Кнопка  @@@ 135  @@@ Все идиоты!  @@@ Усі ідіоти!
Кнопка  @@@ 135  @@@ Достало!  @@@ Дістало!
Кнопка  @@@ 135  @@@ К черту все!  @@@ До біса все!
Кнопка  @@@ 136  @@@ Ничего ты не понимаешь!  @@@ Нічого ти не розумієш!
Кнопка  @@@ 136  @@@ Кто это вообще выдумал?!  @@@ Хто це взагалі вигадав?!
Кнопка  @@@ 136  @@@ Иди в пень!  @@@ Іди в пень!
Кнопка  @@@ 136  @@@ Я такого не заслужила!  @@@ Я такого не заслужила!
Кнопка  @@@ 137  @@@ Да пошел ты!  @@@ Та пішов ти!
Кнопка  @@@ 137  @@@ Х*ятивно  @@@ Х*ятивно (см коммент)
Кнопка  @@@ 137  @@@ Это как?  @@@ Це як?
Кнопка  @@@ 137  @@@ Я все еще зла....  @@@ Я все ще зла....
Кнопка  @@@ 138  @@@ Ща стукну  @@@ Ща гепну
Кнопка  @@@ 138  @@@ ДА!!!!!!!!!!!  @@@ ТАК!!!!!!!!!!!
Кнопка  @@@ 138  @@@ Да...  @@@ Так...
Кнопка  @@@ 139  @@@ Хватит меня лечить!!  @@@ Досить мене лікувати!!!
Кнопка  @@@ 139  @@@ Не очень помогает...  @@@ Не дуже допомагає...
Кнопка  @@@ 140  @@@ Мне это не поможет.  @@@ Мені це не допоможе.
Кнопка  @@@ 140  @@@ Это как?  @@@ Це як?
Кнопка  @@@ 141  @@@ Не хочу  @@@ Не хочу.
Кнопка  @@@ 141  @@@ Не хочу  @@@ Не хочу
Кнопка  @@@ 141  @@@ Ладно, давай  @@@ Гаразд, давай
Кнопка  @@@ 144  @@@ Фигня какая-то  @@@ Фігня якась
Кнопка  @@@ 144  @@@ Сейчас некогда  @@@ Зараз ніколи
Кнопка  @@@ 144  @@@ Да, давай  @@@ Так, давай.
Кнопка  @@@ 145  @@@ Ничего из этого  @@@ Нічого з цього
Кнопка  @@@ 145  @@@ Ничего из этого...  @@@ Нічого з цього...
Кнопка  @@@ 145  @@@ Страшно ругаться!  @@@ Страшно лаятися!
Кнопка  @@@ 145  @@@ Что-нибудь сломать или разбить!  @@@ Що-небудь зламати або розбити!
Кнопка  @@@ 145  @@@ Хлопнуть дверью и сбежать!  @@@ грюкнути дверима і втекти!
Кнопка  @@@ 149  @@@ Да!  @@@ Так!
Кнопка  @@@ 149  @@@ Нет, хватит  @@@ Ні, досить.
Кнопка  @@@ 151  @@@ Жизнь г***  @@@ Життя г***
Кнопка  @@@ 153  @@@ Да!  @@@ Так!
Кнопка  @@@ 153  @@@ Хватит  @@@ Досить
Кнопка  @@@ 154  @@@ Договорились  @@@ Домовилися
Кнопка  @@@ 155  @@@ На Крышу  @@@ На Дах
Кнопка  @@@ 155  @@@ Я пошла!  @@@ Бувай, Дашок
Кнопка  @@@ 157  @@@ /START  @@@ 
Кнопка  @@@ 158  @@@ иди в пень  @@@ йди в пень
Кнопка  @@@ 158  @@@ ща стукну  @@@ щас гепну
Кнопка  @@@ 158  @@@ хахаха  @@@ хахаха
Кнопка  @@@ 158  @@@ ррррр  @@@ рррррр
Кнопка  @@@ 159  @@@ Глупость какая!  @@@ Дурість яка!
Кнопка  @@@ 159  @@@ Бесишь!  @@@ Бісиш!
Кнопка  @@@ 159  @@@ Издеваешься?!  @@@ Знущаєшся?!
Кнопка  @@@ 159  @@@ Тоже мне!  @@@ Теж мені!
Кнопка  @@@ 159  @@@ Бесишь!!!  @@@ Бісиш!!!
Кнопка  @@@ 161  @@@ Ну держись!  @@@ Ну тримайся!
Кнопка  @@@ 161  @@@ Я тебе сейчас устрою!  @@@ Я тобі зараз влаштую!
Кнопка  @@@ 162  @@@ Ах ты!  @@@ Ах ти!
Кнопка  @@@ 162  @@@ Грррррр!  @@@ Грррррррр!
Кнопка  @@@ 164  @@@ Еще!  @@@ Ще!
Кнопка  @@@ 164  @@@ Достаточно!  @@@ Досить!
Кнопка  @@@ 167  @@@ Витаминки тепліх слов  @@@ Вітамінки теплих слів
Кнопка  @@@ 167  @@@ Лекарства - медитации  @@@ Ліки - медитації
Кнопка  @@@ 167  @@@ БАДы самоподдержки  @@@ БАДи самопідтримки
Кнопка  @@@ 167  @@@ Рецепты заботы о себе  @@@ Рецепти турботи про себе
Кнопка  @@@ 167  @@@ Практическая помощь  @@@ Практична допомога
Кнопка  @@@ 173  @@@ Картинки - мантры  @@@ Картинки - мантри
Кнопка  @@@ 173  @@@ Стрим поддержки  @@@ Стрім підтримки
Кнопка  @@@ 174  @@@ Еще  @@@ Ще
Кнопка  @@@ 174  @@@ Хватит  @@@ Вистачить
Кнопка  @@@ 175  @@@ Еще  @@@ Ще
Кнопка  @@@ 175  @@@ Хватит  @@@ Досить
Кнопка  @@@ 176  @@@ Давай!  @@@ Давай!
Кнопка  @@@ 176  @@@ Нет, спасибо!  @@@ Ні, дякую!
Кнопка  @@@ 177  @@@ Да  @@@ Так
Кнопка  @@@ 177  @@@ Не особо...  @@@ Не особливо...
Кнопка  @@@ 182  @@@ Не сейчас  @@@ Немає часу
Кнопка  @@@ 183  @@@ Начать  @@@ Почати
Кнопка  @@@ 184  @@@ приступим  @@@ приступимо
Кнопка  @@@ 189  @@@ Давай попробуем  @@@ Давай спробуємо
Кнопка  @@@ 189  @@@ Не сейчас  @@@ Не зараз
Кнопка  @@@ 190  @@@ О, сделаю это!  @@@ О, зроблю це!
Кнопка  @@@ 190  @@@ Другое  @@@ Інше
Кнопка  @@@ 190  @@@ На выход  @@@ На вихід
Кнопка  @@@ 193  @@@ Посмотрю что еще здесь есть  @@@ Подивлюся що ще тут є
Кнопка  @@@ 193  @@@ На Крышу  @@@ На Дах
Кнопка  @@@ 193  @@@ Никуда  @@@ Нікуди.
Кнопка  @@@ 194  @@@ Ты бот и не можешь меня понять  @@@ Ти бот і не можеш мене зрозуміти
Кнопка  @@@ 194  @@@ Допустим  @@@ Припустимо
Кнопка  @@@ 195  @@@ Ок, давай попробуем  @@@ Ок, давай спробуємо
Кнопка  @@@ 195  @@@ Я хочу побыть одна  @@@ Я хочу побути сама
Кнопка  @@@ 196  @@@ Я попробую...  @@@ Я спробую...
Кнопка  @@@ 196  @@@ Я попробую  @@@ Я спробую
Кнопка  @@@ 196  @@@ Сейчас это не решение  @@@ Зараз це не рішення
Кнопка  @@@ 198  @@@ Да, помоги мне  @@@ Так, допоможи мені
Кнопка  @@@ 198  @@@ Нет настроения  @@@ Немає настрою
Кнопка  @@@ 199  @@@ Злюсь и бешусь  @@@ Злюся і скаженію
Кнопка  @@@ 199  @@@ Чувствую себя никчемной  @@@ Відчуваю себе нікчемною
Кнопка  @@@ 199  @@@ Мне ужасно одиноко  @@@ Мені страшенно самотньо
Кнопка  @@@ 199  @@@ Ничего из этого  @@@ Нічого з цього.
Кнопка  @@@ 200  @@@ Злость, гнев  @@@ Злість, гнів
Кнопка  @@@ 200  @@@ Вина, стыд  @@@ Вина, сором
Кнопка  @@@ 200  @@@ Обида, грусть, одиночество  @@@ Образа, смуток, самотність
Кнопка  @@@ 204  @@@ Бесит муж  @@@ Бісить чоловік
Кнопка  @@@ 204  @@@ Я живу не свою жизнь  @@@ Я живу не своє життя
Кнопка  @@@ 204  @@@ Я сама себе противна  @@@ Я сама собі гидка
Кнопка  @@@ 204  @@@ Просто тошнит от всего  @@@ Просто нудить від усього
Кнопка  @@@ 204  @@@ Все раздражает  @@@ Усе дратує
Кнопка  @@@ 205  @@@ Я никому не нужна  @@@ Я нікому не потрібна
Кнопка  @@@ 205  @@@ Я вечно прокрастинирую  @@@ Я вічно прокрастиную
Кнопка  @@@ 205  @@@ Я плохая мать  @@@ Я погана мати
Кнопка  @@@ 205  @@@ Я не успешна  @@@ Я не успішна
Кнопка  @@@ 205  @@@ У меня совсем нет силы воли  @@@ У мене зовсім немає сили волі
Кнопка  @@@ 206  @@@ Никто не видит, как мне тяжело  @@@ Ніхто не бачить, як мені важко
Кнопка  @@@ 206  @@@ Я как в клетке  @@@ Я як у клітці
Кнопка  @@@ 206  @@@ Постоянный день сурка  @@@ Постійний "день бабака"
Кнопка  @@@ 206  @@@ Грустно и хочется плакать  @@@ Сумно і хочеться плакати
Кнопка  @@@ 206  @@@ Я совсем одна, без помощи  @@@ Я зовсім одна, без допомоги
Кнопка  @@@ 226  @@@ Вернуться на Крышу  @@@ Повернутися на Дах
Кнопка  @@@ 227  @@@ Послушать медитацию  @@@ Послухати медитацію
Кнопка  @@@ 227  @@@ Спрятаться на Крыше  @@@ Сховатися на Дах
Кнопка  @@@ 228  @@@ Послушать медитацию  @@@ Послухати медитацію
Кнопка  @@@ 228  @@@ Спрятаться на Крыше  @@@ Сховатися на Дах
Кнопка  @@@ 229  @@@ Послушать медитацию  @@@ Послухати медитацію
Кнопка  @@@ 229  @@@ Спрятаться в Крыше  @@@ Сховатися на Дах
Кнопка  @@@ 230  @@@ Послушать медитацию  @@@ Послухати медитацію
Кнопка  @@@ 230  @@@ Спрятаться на Крыше  @@@ Сховатися на Дах
Кнопка  @@@ 231  @@@ На Чердак  @@@ На Горище
Кнопка  @@@ 231  @@@ В Скворечник  @@@ В Шпаківню
Кнопка  @@@ 231  @@@ Не сейчас  @@@ Не зараз
Кнопка  @@@ 237  @@@ На Крышу  @@@ На Дах
Кнопка  @@@ 237  @@@ Не сейчас  @@@ Не зараз
Кнопка  @@@ 239  @@@ Да  @@@ Так
Кнопка  @@@ 239  @@@ Нет  @@@ Ні
Кнопка  @@@ 239  @@@ Не помню  @@@ Не пам'ятаю
Кнопка  @@@ 239  @@@ Да блин! Какая еда! Дело в моих чувствах!  @@@ Та блін! Яка їжа! Справа в моїх почуттях!
Кнопка  @@@ 241  @@@ И где я возьму на это время?  @@@ І де я візьму на це час?
Кнопка  @@@ 241  @@@ Попробую  @@@ Спробую.
Кнопка  @@@ 243  @@@ Спасибо, поспробую  @@@ Дякую, спробую
Кнопка  @@@ 243  @@@ Сейчас никак  @@@ Зараз ніяк
Кнопка  @@@ 245  @@@ Ок  @@@ Ок
Кнопка  @@@ 245  @@@ Не, я злюсь  @@@ Ні, я злюся.
Кнопка  @@@ 245  @@@ Не, мне грустно  @@@ Ні, мені сумно
Кнопка  @@@ 246  @@@ Ок  @@@ Ок
Кнопка  @@@ 246  @@@ Приготовишь?  @@@ Приготуєш?
Кнопка  @@@ 246  @@@ А вот и можно!  @@@ А ось і можна!
Кнопка  @@@ 246  @@@ Я и так толстая!  @@@ Я і так товста!
Кнопка  @@@ 248  @@@ Я подумаю  @@@ Я подумаю
Кнопка  @@@ 248  @@@ Узнать про это побольше  @@@ Дізнатися про це побільше
Кнопка  @@@ 250  @@@ Не помню  @@@ Не пам'ятаю
Кнопка  @@@ 252  @@@ Ок  @@@ Ок
Кнопка  @@@ 252  @@@ Я вообще не дома  @@@ Я взагалі не вдома
Кнопка  @@@ 252  @@@ А чего бы и нет!  @@@ А чого б і ні!
Кнопка  @@@ 252  @@@ Не до того сейчас  @@@ Не до того зараз
Кнопка  @@@ 253  @@@ Не хочу  @@@ Не хочу
Кнопка  @@@ 253  @@@ Я попробую...  @@@ Я спробую...
Кнопка  @@@ 254  @@@ Все ок, просто измотана  @@@ Все ок, просто виснажена
Кнопка  @@@ 254  @@@ Да, много злости  @@@ Так, багато злості
Кнопка  @@@ 254  @@@ Да, много обиды  @@@ Так, багато образи
Кнопка  @@@ 255  @@@ Да  @@@ Так
Кнопка  @@@ 255  @@@ Нет  @@@ Ні
Кнопка  @@@ 257  @@@ Не сейчас  @@@ Не зараз
Кнопка  @@@ 257  @@@ Ок  @@@ Ок
Кнопка  @@@ 257  @@@ Не сейчас  @@@ Не зараз
Кнопка  @@@ 258  @@@ Ок  @@@ Ок
Кнопка  @@@ 258  @@@ Мне надо работать!  @@@ Мені треба працювати!
Кнопка  @@@ 258  @@@ А чего бы и нет!  @@@ А чого б і ні!
Кнопка  @@@ 258  @@@ Нет возможности...  @@@ Немає можливості...
Кнопка  @@@ 259  @@@ Такого не бывает!  @@@ Такого не буває!
Кнопка  @@@ 259  @@@ Я попробую  @@@ Я спробую
Кнопка  @@@ 260  @@@ Меня злит этот совет  @@@ Мене злить ця порада
Кнопка  @@@ 260  @@@ Я попробую  @@@ Я спробую
Кнопка  @@@ 261  @@@ Обратно  @@@ Назад
Кнопка  @@@ 262  @@@ Мемасики  @@@ Мемасики
Кнопка  @@@ 262  @@@ Умности  @@@ Розумності
Кнопка  @@@ 262  @@@ Карл и Геннадий  @@@ Карл і Геннадій
Кнопка  @@@ 264  @@@ Еще!  @@@ Ще!
Кнопка  @@@ 264  @@@ Хватит  @@@ Досить
Кнопка  @@@ 265  @@@ Не сейчас  @@@ Не зараз
Кнопка  @@@ 267  @@@ Еще!  @@@ Ще!
Кнопка  @@@ 269  @@@ От этого только хуже  @@@ Від цього тільки гірше.
Кнопка  @@@ 271  @@@ Да, давай!  @@@ Так, давай!
Кнопка  @@@ 271  @@@ В другой раз  @@@ Іншим разом
Кнопка  @@@ 271  @@@ Да, давай!  @@@ Так, давай!
Кнопка  @@@ 271  @@@ В другой раз  @@@ Іншим разом
Кнопка  @@@ 272  @@@ Хватит  @@@ Досить
Кнопка  @@@ 272  @@@ Еще!  @@@ Ще!
Кнопка  @@@ 272  @@@ Хватит  @@@ Досить
Кнопка  @@@ 273  @@@ Отключить напоминалки  @@@ Вимкнути нагадувалки
Кнопка  @@@ 273  @@@ Отстань от меня!  @@@ Відчепись від мене!
Кнопка  @@@ 273  @@@ Привет, Дашок!  @@@ Привіт, Дашок!
Кнопка  @@@ 273  @@@ Отключить напоминалки  @@@ Відключити нагадування
Кнопка  @@@ 273  @@@ Отключить напоминалки  @@@ Вимкнути нагадування
Кнопка  @@@ 276  @@@ Слободка  @@@ Слобідка
Кнопка  @@@ 279  @@@ Хочу сообщить об ошибке  @@@ Хочу повідомити про помилку
Кнопка  @@@ 279  @@@ Хочу дать обратную связь  @@@ Хочу дати зворотний зв'язок
Кнопка  @@@ 279  @@@ У меня вопрос  @@@ У мене питання
Кнопка  @@@ 279  @@@ Я потерялась в боте  @@@ Я загубилася в боті
Кнопка  @@@ 280  @@@ В Начало  @@@ На початок
Кнопка  @@@ 280  @@@ На Крышу  @@@ На Дах
Кнопка  @@@ 283  @@@ Пропустить  @@@ Пропустити
Кнопка  @@@ 288  @@@ Обратно на Крышу  @@@ Назад на Дах
Кнопка  @@@ 288  @@@ Никуда  @@@ Нікуди
